dataset,task,model,feature_set,metric,fold,value,n_features_added
churn,classification,logreg,llm_llama-3.3__with_stats,roc_auc,4,0.8372694690677396,7
churn,classification,random_forest,llm_llama-3.3__with_stats,accuracy,0,0.7991483321504613,7
churn,classification,random_forest,llm_llama-3.3__with_stats,accuracy,1,0.7970191625266146,7
churn,classification,random_forest,llm_llama-3.3__with_stats,accuracy,2,0.8005677785663591,7
churn,classification,random_forest,llm_llama-3.3__with_stats,accuracy,3,0.7762784090909091,7
churn,classification,random_forest,llm_llama-3.3__with_stats,accuracy,4,0.7840909090909091,7
churn,classification,random_forest,llm_llama-3.3__with_stats,f1,0,0.5819793205317577,7
churn,classification,random_forest,llm_llama-3.3__with_stats,f1,1,0.5855072463768116,7
churn,classification,random_forest,llm_llama-3.3__with_stats,f1,2,0.5748865355521936,7
churn,classification,random_forest,llm_llama-3.3__with_stats,f1,3,0.5176110260336907,7
churn,classification,random_forest,llm_llama-3.3__with_stats,f1,4,0.5435435435435435,7
churn,classification,random_forest,llm_llama-3.3__with_stats,roc_auc,0,0.840108243560929,7
churn,classification,random_forest,llm_llama-3.3__with_stats,roc_auc,1,0.8225451445400295,7
churn,classification,random_forest,llm_llama-3.3__with_stats,roc_auc,2,0.8386576765093389,7
churn,classification,random_forest,llm_llama-3.3__with_stats,roc_auc,3,0.8078745256504902,7
churn,classification,random_forest,llm_llama-3.3__with_stats,roc_auc,4,0.8256162144829796,7
churn,classification,xgboost,llm_llama-3.3__with_stats,accuracy,0,0.8005677785663591,7
churn,classification,xgboost,llm_llama-3.3__with_stats,accuracy,1,0.7877927608232789,7
churn,classification,xgboost,llm_llama-3.3__with_stats,accuracy,2,0.7977288857345636,7
churn,classification,xgboost,llm_llama-3.3__with_stats,accuracy,3,0.7720170454545454,7
churn,classification,xgboost,llm_llama-3.3__with_stats,accuracy,4,0.7919034090909091,7
churn,classification,xgboost,llm_llama-3.3__with_stats,f1,0,0.5885797950219619,7
churn,classification,xgboost,llm_llama-3.3__with_stats,f1,1,0.5660377358490566,7
churn,classification,xgboost,llm_llama-3.3__with_stats,f1,2,0.5863570391872278,7
churn,classification,xgboost,llm_llama-3.3__with_stats,f1,3,0.5258493353028065,7
churn,classification,xgboost,llm_llama-3.3__with_stats,f1,4,0.5672082717872969,7
churn,classification,xgboost,llm_llama-3.3__with_stats,roc_auc,0,0.844294608488982,7
churn,classification,xgboost,llm_llama-3.3__with_stats,roc_auc,1,0.8241520059934382,7
churn,classification,xgboost,llm_llama-3.3__with_stats,roc_auc,2,0.8402128703918986,7
churn,classification,xgboost,llm_llama-3.3__with_stats,roc_auc,3,0.8171633575526802,7
churn,classification,xgboost,llm_llama-3.3__with_stats,roc_auc,4,0.8312366180866582,7
churn,classification,logreg,llm_qwen-2.5__with_stats,accuracy,0,0.8126330731014905,7
churn,classification,logreg,llm_qwen-2.5__with_stats,accuracy,1,0.8126330731014905,7
churn,classification,logreg,llm_qwen-2.5__with_stats,accuracy,2,0.8105039034776437,7
churn,classification,logreg,llm_qwen-2.5__with_stats,accuracy,3,0.7947443181818182,7
churn,classification,logreg,llm_qwen-2.5__with_stats,accuracy,4,0.8018465909090909,7
churn,classification,logreg,llm_qwen-2.5__with_stats,f1,0,0.6083086053412463,7
churn,classification,logreg,llm_qwen-2.5__with_stats,f1,1,0.6047904191616766,7
churn,classification,logreg,llm_qwen-2.5__with_stats,f1,2,0.5997001499250375,7
churn,classification,logreg,llm_qwen-2.5__with_stats,f1,3,0.5614567526555387,7
churn,classification,logreg,llm_qwen-2.5__with_stats,f1,4,0.5804511278195489,7
churn,classification,logreg,llm_qwen-2.5__with_stats,roc_auc,0,0.8586414012245215,7
churn,classification,logreg,llm_qwen-2.5__with_stats,roc_auc,1,0.8476349169443799,7
churn,classification,logreg,llm_qwen-2.5__with_stats,roc_auc,2,0.8610633186080756,7
churn,classification,logreg,llm_qwen-2.5__with_stats,roc_auc,3,0.8318775822097886,7
churn,classification,logreg,llm_qwen-2.5__with_stats,roc_auc,4,0.8409362426173213,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,accuracy,0,0.8034066713981547,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,accuracy,1,0.7927608232789212,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,accuracy,2,0.7963094393186657,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,accuracy,3,0.7769886363636364,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,accuracy,4,0.7791193181818182,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,f1,0,0.5956204379562043,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,f1,1,0.5743440233236151,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,f1,2,0.5658093797276853,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,f1,3,0.5213414634146342,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,f1,4,0.5237366003062787,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,roc_auc,0,0.8410266346327727,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,roc_auc,1,0.8205972771190163,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,roc_auc,2,0.8381435841793898,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,roc_auc,3,0.808677520042481,7
churn,classification,random_forest,llm_qwen-2.5__with_stats,roc_auc,4,0.8217929953764519,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,accuracy,0,0.8034066713981547,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,accuracy,1,0.7927608232789212,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,accuracy,2,0.794889992902768,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,accuracy,3,0.7798295454545454,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,accuracy,4,0.7947443181818182,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,f1,0,0.5944363103953147,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,f1,1,0.5864022662889519,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,f1,2,0.5841726618705037,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,f1,3,0.5373134328358209,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,f1,4,0.5718518518518518,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,roc_auc,0,0.8469671135911545,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,roc_auc,1,0.8268206360277972,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,roc_auc,2,0.8415678524374177,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,roc_auc,3,0.8197912214580825,7
churn,classification,xgboost,llm_qwen-2.5__with_stats,roc_auc,4,0.8364290590510866,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,rmse,0,29035.23390496481,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,rmse,1,33201.81883706115,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,rmse,2,24810.14215027652,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,rmse,3,30652.23892229399,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,rmse,4,23739.314174758223,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,mae,0,16395.611582460217,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,mae,1,16009.664260413329,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,mae,2,16149.650843537664,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,mae,3,16383.68232809983,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,mae,4,15503.74538125896,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,r2,0,0.8948500445296911,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,r2,1,0.8042361068502373,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,r2,2,0.906439550612008,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,r2,3,0.8408409980949182,7
housing,regression,logreg,llm_gpt-4o-mini__zero_shot,r2,4,0.9003885836753356,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,rmse,0,27509.331541033855,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,rmse,1,25701.711413478133,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,rmse,2,25584.47323005196,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,rmse,3,27088.71938161916,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,rmse,4,23568.17789333852,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,mae,0,16059.928336177472,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,mae,1,15329.314210141396,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,mae,2,16292.358964732648,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,mae,3,16196.485782138794,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,mae,4,15292.931274175198,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,r2,0,0.9056116248563744,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,r2,1,0.8826905691005316,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,r2,2,0.9005083225960122,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,r2,3,0.8756963871684639,7
housing,regression,random_forest,llm_gpt-4o-mini__zero_shot,r2,4,0.9018196006825732,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,rmse,0,24496.26171875,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,rmse,1,24867.21875,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,rmse,2,23303.87890625,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,rmse,3,24050.724609375,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,rmse,4,21040.50390625,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,mae,0,14596.4814453125,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,mae,1,14306.7978515625,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,mae,2,13951.3125,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,mae,3,14549.6142578125,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,mae,4,13471.1103515625,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,r2,0,0.9251558184623718,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,r2,1,0.8901845812797546,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,r2,2,0.9174550771713256,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,r2,3,0.9020141959190368,7
housing,regression,xgboost,llm_gpt-4o-mini__zero_shot,r2,4,0.9217498898506165,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,rmse,0,29025.801025241886,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,rmse,1,33288.26623856542,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,rmse,2,24978.93148599219,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,rmse,3,31990.90809937176,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,rmse,4,24192.03936934044,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,mae,0,16326.06219108767,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,mae,1,15435.230337754689,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,mae,2,15887.043128871668,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,mae,3,16300.123238594257,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,mae,4,15390.01690254585,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,r2,0,0.894918355036071,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,r2,1,0.8032153608795529,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,r2,2,0.9051621919895336,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,r2,3,0.8266355926361935,7
housing,regression,logreg,llm_claude-sonnet__zero_shot,r2,4,0.8965530381991494,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,rmse,0,24555.055213180894,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,rmse,1,24715.56149148626,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,rmse,2,24684.479438918148,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,rmse,3,25238.38008242746,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,rmse,4,22247.82249457015,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,mae,0,14908.08548634812,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,mae,1,15038.05097919714,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,mae,2,15821.051436291238,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,mae,3,15775.388654721277,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,mae,4,14843.447306598406,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,r2,0,0.9247961170025588,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,r2,1,0.8915199679908031,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,r2,2,0.907384912801166,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,r2,3,0.8920979351144872,7
housing,regression,random_forest,llm_claude-sonnet__zero_shot,r2,4,0.9125121385827312,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,rmse,0,21846.748046875,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,rmse,1,23768.90625,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,rmse,2,24696.044921875,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,rmse,3,22842.490234375,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,rmse,4,20673.228515625,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,mae,0,13322.6201171875,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,mae,1,13830.244140625,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,mae,2,14610.958984375,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,mae,3,14166.111328125,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,mae,4,13397.5869140625,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,r2,0,0.9404705166816713,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,r2,1,0.8996708393096924,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,r2,2,0.9072980880737304,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,r2,3,0.9116119146347046,7
housing,regression,xgboost,llm_claude-sonnet__zero_shot,r2,4,0.924457848072052,7
housing,regression,logreg,llm_gemini-flash__zero_shot,rmse,0,29064.961064084695,7
housing,regression,logreg,llm_gemini-flash__zero_shot,rmse,1,33755.35019052834,7
housing,regression,logreg,llm_gemini-flash__zero_shot,rmse,2,24658.14198916629,7
housing,regression,logreg,llm_gemini-flash__zero_shot,rmse,3,30715.9963317955,7
housing,regression,logreg,llm_gemini-flash__zero_shot,rmse,4,23744.03403470359,7
housing,regression,logreg,llm_gemini-flash__zero_shot,mae,0,16428.57901744687,7
housing,regression,logreg,llm_gemini-flash__zero_shot,mae,1,15734.722879393332,7
housing,regression,logreg,llm_gemini-flash__zero_shot,mae,2,15980.405023911257,7
housing,regression,logreg,llm_gemini-flash__zero_shot,mae,3,16514.656404837526,7
housing,regression,logreg,llm_gemini-flash__zero_shot,mae,4,15501.878247868077,7
housing,regression,logreg,llm_gemini-flash__zero_shot,r2,0,0.8946346228377193,7
housing,regression,logreg,llm_gemini-flash__zero_shot,r2,1,0.797654254268571,7
housing,regression,logreg,llm_gemini-flash__zero_shot,r2,2,0.9075824412860622,7
housing,regression,logreg,llm_gemini-flash__zero_shot,r2,3,0.8401782002302063,7
housing,regression,logreg,llm_gemini-flash__zero_shot,r2,4,0.9003489701744191,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,rmse,0,27344.5494173961,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,rmse,1,25763.89479390563,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,rmse,2,25620.47061517443,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,rmse,3,26785.78787340259,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,rmse,4,23338.399743783037,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,mae,0,15940.400648464163,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,mae,1,15205.170258816835,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,mae,2,16047.227042093287,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,mae,3,15993.9588850967,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,mae,4,15152.011854379978,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,r2,0,0.9067390193006606,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,r2,1,0.882122239518083,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,r2,2,0.9002281558135145,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,r2,3,0.8784610015382386,7
housing,regression,random_forest,llm_gemini-flash__zero_shot,r2,4,0.9037246896152344,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,rmse,0,23853.822265625,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,rmse,1,25228.51171875,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,rmse,2,23591.0390625,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,rmse,3,23595.56640625,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,rmse,4,20858.0859375,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,mae,0,14446.40234375,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,mae,1,14552.21875,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,mae,2,14098.8349609375,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,mae,3,14386.1259765625,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,mae,4,13298.17578125,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,r2,0,0.9290300607681274,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,r2,1,0.8869704604148865,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,r2,2,0.9154082536697388,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,r2,3,0.9056878685951232,7
housing,regression,xgboost,llm_gemini-flash__zero_shot,r2,4,0.9231008291244508,7
housing,regression,logreg,llm_deepseek-v3__zero_shot,rmse,0,28880.856353137548,6
housing,regression,logreg,llm_deepseek-v3__zero_shot,rmse,1,33689.16448689853,6
housing,regression,logreg,llm_deepseek-v3__zero_shot,rmse,2,24028.45667589613,6
housing,regression,logreg,llm_deepseek-v3__zero_shot,rmse,3,31498.33224752144,6
housing,regression,logreg,llm_deepseek-v3__zero_shot,rmse,4,23642.10487272696,6
housing,regression,logreg,llm_deepseek-v3__zero_shot,mae,0,16070.110429644614,6
housing,regression,logreg,llm_deepseek-v3__zero_shot,mae,1,15236.33905045199,6
housing,regression,logreg,llm_deepseek-v3__zero_shot,mae,2,15377.09249634522,6
housing,regression,logreg,llm_deepseek-v3__zero_shot,mae,3,16312.81224691224,6
housing,regression,logreg,llm_deepseek-v3__zero_shot,mae,4,15303.905011542656,6
housing,regression,logreg,llm_deepseek-v3__zero_shot,r2,0,0.8959652164379232,6
housing,regression,logreg,llm_deepseek-v3__zero_shot,r2,1,0.7984469739963835,6
housing,regression,logreg,llm_deepseek-v3__zero_shot,r2,2,0.912242236091933,6
housing,regression,logreg,llm_deepseek-v3__zero_shot,r2,3,0.8319332034596141,6
housing,regression,logreg,llm_deepseek-v3__zero_shot,r2,4,0.9012027041315704,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,rmse,0,25926.27609343024,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,rmse,1,24167.371594218585,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,rmse,2,24374.038213815125,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,rmse,3,25501.19627080696,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,rmse,4,22442.49985393483,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,mae,0,15347.670844709895,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,mae,1,14602.28374167073,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,mae,2,15244.169544937426,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,mae,3,15540.58635787421,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,mae,4,14408.777741751992,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,r2,0,0.9161624229920048,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,r2,1,0.896278764412395,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,r2,2,0.9096997881177288,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,r2,3,0.8898389896197557,6
housing,regression,random_forest,llm_deepseek-v3__zero_shot,r2,4,0.9109743320094448,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,rmse,0,23771.765625,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,rmse,1,23130.509765625,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,rmse,2,24355.4921875,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,rmse,3,22538.02734375,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,rmse,4,20350.93359375,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,mae,0,14393.2578125,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,mae,1,13781.8720703125,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,mae,2,14430.1923828125,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,mae,3,13959.2197265625,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,mae,4,12845.580078125,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,r2,0,0.9295175075531006,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,r2,1,0.9049878120422364,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,r2,2,0.9098371267318726,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,r2,3,0.9139524102211,6
housing,regression,xgboost,llm_deepseek-v3__zero_shot,r2,4,0.9267948865890504,6
housing,regression,logreg,llm_llama-3.3__zero_shot,rmse,0,29195.512953923368,7
housing,regression,logreg,llm_llama-3.3__zero_shot,rmse,1,33512.84495577995,7
housing,regression,logreg,llm_llama-3.3__zero_shot,rmse,2,24630.049113712514,7
housing,regression,logreg,llm_llama-3.3__zero_shot,rmse,3,30470.074681639016,7
housing,regression,logreg,llm_llama-3.3__zero_shot,rmse,4,23777.22376265653,7
housing,regression,logreg,llm_llama-3.3__zero_shot,mae,0,16696.658926914584,7
housing,regression,logreg,llm_llama-3.3__zero_shot,mae,1,15896.943580454212,7
housing,regression,logreg,llm_llama-3.3__zero_shot,mae,2,16055.759994108012,7
housing,regression,logreg,llm_llama-3.3__zero_shot,mae,3,16322.51917609813,7
housing,regression,logreg,llm_llama-3.3__zero_shot,mae,4,15546.245781567908,7
housing,regression,logreg,llm_llama-3.3__zero_shot,r2,0,0.8936859518660589,7
housing,regression,logreg,llm_llama-3.3__zero_shot,r2,1,0.8005511958355299,7
housing,regression,logreg,llm_llama-3.3__zero_shot,r2,2,0.907792902885924,7
housing,regression,logreg,llm_llama-3.3__zero_shot,r2,3,0.8427271198114022,7
housing,regression,logreg,llm_llama-3.3__zero_shot,r2,4,0.900070188386736,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,rmse,0,27810.268766308265,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,rmse,1,25649.32730153501,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,rmse,2,25611.13574627432,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,rmse,3,27067.52497644372,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,rmse,4,23605.767587020964,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,mae,0,16085.19111774744,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,mae,1,15525.885485129204,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,mae,2,16178.562141638224,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,mae,3,16075.724293434096,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,mae,4,15344.336299772467,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,r2,0,0.9035352135691276,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,r2,1,0.8831682717618194,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,r2,2,0.9003008467042085,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,r2,3,0.8758908231221342,7
housing,regression,random_forest,llm_llama-3.3__zero_shot,r2,4,0.901506168370428,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,rmse,0,25022.28125,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,rmse,1,24407.68359375,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,rmse,2,23476.46875,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,rmse,3,24047.591796875,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,rmse,4,21392.48828125,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,mae,0,14732.5224609375,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,mae,1,14523.068359375,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,mae,2,14237.8447265625,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,mae,3,14529.296875,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,mae,4,13699.501953125,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,r2,0,0.9219069480895996,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,r2,1,0.8942057490348816,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,r2,2,0.91622793674469,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,r2,3,0.9020397663116456,7
housing,regression,xgboost,llm_llama-3.3__zero_shot,r2,4,0.9191098809242249,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,rmse,0,29004.472424577372,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,rmse,1,33365.04154215173,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,rmse,2,24813.312243456956,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,rmse,3,30661.99609263599,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,rmse,4,23708.35083620897,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,mae,0,16510.978063563878,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,mae,1,15972.07640606718,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,mae,2,16042.297294348473,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,mae,3,16487.797477209242,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,mae,4,15634.237983916482,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,r2,0,0.8950727294831625,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,r2,1,0.8023065948352731,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,r2,2,0.9064156398831322,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,r2,3,0.8407396555038024,7
housing,regression,logreg,llm_qwen-2.5__zero_shot,r2,4,0.9006482618233203,7
housing,regression,random_forest,llm_qwen-2.5__zero_shot,rmse,0,25558.794639292093,7
housing,regression,random_forest,llm_qwen-2.5__zero_shot,rmse,1,24829.570049717124,7
housing,regression,random_forest,llm_qwen-2.5__zero_shot,rmse,2,25425.8036460044,7
housing,regression,random_forest,llm_qwen-2.5__zero_shot,rmse,3,25025.591855916828,7
housing,regression,random_forest,llm_qwen-2.5__zero_shot,rmse,4,23129.35941521084,7
housing,regression,random_forest,llm_qwen-2.5__zero_shot,mae,0,15575.336501706486,7
